id,text,label,annotator1,annotator2,agree
143,"Chương trình học lỗi thời, không cập nhật với xu hướng mới của ngành nghề.",0,0,0,True
1803,"Theo ý kiến cá nhân tôi, thầy dạy không có tâm, rõ ràng chỉ đến cho có mà không quan tâm đến việc giảng.",0,0,1,False
568,"Qua quá trình học, bài giảng đơn điệu và lặp lại, không có sự đổi mới hay sáng tạo nào Tôi sẽ giới thiệu cho bạn bè.",0,0,0,True
180,"Trong học kỳ vừa qua, giáo viên giảng đủ giờ và đúng lịch, nội dung bám sát đề cương đã đề ra.",1,1,1,True
1521,"Trong học kỳ vừa qua, tôi cực kỳ thất vọng và không khuyến nghị bất kỳ ai đăng ký môn này Hy vọng môn học sẽ tốt hơn trong tương lai.",0,0,0,True
433,"Qua quá trình học, giáo viên giảng đủ, không quá nhiệt tình nhưng cũng không tệ Tôi đã học được nhiều điều từ trải nghiệm này.",1,1,1,True
1364,"Sau khi hoàn thành môn học, bài giảng rõ ràng, mạch lạc, dễ hiểu và có nhiều ví dụ minh họa sinh động Cần cải thiện thêm để đáp ứng nhu cầu của sinh viên.",2,2,2,True
1896,"Cô giảng đủ bài, sinh viên nắm được kiến thức ở mức cơ bản là đạt yêu cầu.",1,1,1,True
1401,"Môn học có quá nhiều lý thuyết mà không có thực hành, sinh viên không tiếp thu được.",0,0,0,True
25,"Qua quá trình học, tài liệu học tập được chuẩn bị đầy đủ và chi tiết, hỗ trợ tốt cho việc học Tôi đã học được nhiều điều từ trải nghiệm này.",2,2,2,True
203,Tôi thấy môn học có điểm hay nhưng cũng có những điểm cần cải thiện Tôi đã học được nhiều điều từ trải nghiệm này.,1,1,1,True
978,"Theo ý kiến cá nhân tôi, môn học cần được cải tổ hoàn toàn về cả nội dung lẫn phương pháp giảng dạy.",0,0,0,True
828,"Môn học cho tôi kiến thức nền tảng cần thiết, tuy nhiên còn thiếu chiều sâu.",1,1,1,True
472,"Nhìn chung, thầy không tôn trọng ý kiến của sinh viên, lớp học thiếu sự tương tác cần thiết Tôi đã học được nhiều điều từ trải nghiệm này.",0,0,0,True
1741,"Qua quá trình học, môn học cung cấp kiến thức nền tảng, cần thêm ứng dụng thực tế để hoàn thiện.",1,1,1,True
996,"Trong học kỳ vừa qua, tôi không ngờ môn học này lại thú vị và bổ ích đến vậy, cảm ơn thầy rất nhiều Hy vọng môn học sẽ tốt hơn trong tương lai.",2,2,2,True
191,"Tôi nghĩ rằng thầy không giải thích tại sao cần học nội dung này, làm mất động lực của sinh viên Cần cải thiện thêm để đáp ứng nhu cầu của sinh viên.",0,0,0,True
389,"Nội dung môn học hợp lý, cần bổ sung thêm phần thực hành để cân đối Tôi sẽ giới thiệu cho bạn bè.",1,1,1,True
778,"Trong học kỳ vừa qua, giảng dạy quá máy móc và theo khuôn mẫu, thiếu sự linh hoạt và sáng tạo Tôi sẽ giới thiệu cho bạn bè.",0,0,0,True
107,"Theo tôi, nội dung sinh động và phong phú, thầy luôn bổ sung ví dụ từ thực tế nghề nghiệp Hy vọng môn học sẽ tốt hơn trong tương lai.",2,2,2,True
855,Thầy cô có kiến thức chuyên sâu và kinh nghiệm phong phú trong giảng dạy.,2,2,2,True
502,"Theo tôi, cô dạy ổn, sinh viên học được kiến thức cơ bản nhưng chưa thật sự ấn tượng Mong thầy cô tiếp tục phát huy.",1,1,0,False
1331,Môn học cần được cải tổ hoàn toàn về cả nội dung lẫn phương pháp giảng dạy Mong thầy cô tiếp tục phát huy.,0,0,0,True
520,Tôi phải tự học hầu hết nội dung vì bài giảng không cung cấp đủ thông tin Tôi đã học được nhiều điều từ trải nghiệm này.,0,0,0,True
726,"Sau khi hoàn thành môn học, bài giảng được thiết kế khoa học với nhiều case study thực tế rất thú vị.",2,2,2,True
1690,"Trong học kỳ vừa qua, bài giảng không có cấu trúc rõ ràng, sinh viên rất khó theo dõi và ghi chép Mong thầy cô tiếp tục phát huy.",0,0,0,True
539,"Bài tập không có phản hồi cụ thể từ giáo viên, sinh viên không biết mình sai chỗ nào.",0,0,0,True
1251,"Theo ý kiến cá nhân tôi, môn học phù hợp cho việc tạo nền tảng, nhưng cần làm sâu hơn ở nhiều chỗ.",1,1,1,True
2064,Cách giảng dạy của thầy rất sáng tạo và tạo hứng thú cho sinh viên Mong thầy cô tiếp tục phát huy.,2,2,2,True
1310,"Theo tôi, giáo viên có chuyên môn nhưng đôi khi chưa truyền đạt được thật hiệu quả Cần cải thiện thêm để đáp ứng nhu cầu của sinh viên.",1,1,0,False
1738,"Theo tôi, cô thiếu trách nhiệm với công việc giảng dạy và không quan tâm đến kết quả học tập Tôi sẽ giới thiệu cho bạn bè.",0,0,0,True
1105,"Nhìn chung, tôi cảm thấy mất tiền và mất thời gian khi đăng ký môn học này Tôi đã học được nhiều điều từ trải nghiệm này.",0,0,0,True
762,"Cô giáo sử dụng nhiều công cụ dạy học hiện đại, tạo trải nghiệm học tập thú vị Tôi sẽ giới thiệu cho bạn bè.",2,2,2,True
431,"Theo tôi, môn học vừa đủ, không gây khó chịu nhưng cũng không tạo cảm hứng đặc biệt Cần cải thiện thêm để đáp ứng nhu cầu của sinh viên.",1,1,1,True
1911,"Tôi nghĩ rằng bài giảng không thu hút, thiếu sự tương tác và hoàn toàn không có hứng thú Mong thầy cô tiếp tục phát huy.",0,0,0,True
468,"Sau khi hoàn thành môn học, môn học này cung cấp đủ kiến thức nhưng cần thêm bài tập phong phú hơn.",1,1,1,True
478,"Nhìn chung, tôi phải tự học hầu hết nội dung vì bài giảng không cung cấp đủ thông tin Tôi sẽ giới thiệu cho bạn bè.",0,0,1,False
1793,"Qua quá trình học, cô giáo rất tận tâm và chu đáo, luôn giải đáp thắc mắc của sinh viên.",2,2,2,True
419,"Theo ý kiến cá nhân tôi, môn học tạo được hứng thú ở một số chủ đề nhưng lại nhàm với một số chủ đề khác Tôi sẽ giới thiệu cho bạn bè.",1,1,0,False
1232,"Nhìn chung, bài tập và dự án thực tế giúp tôi áp dụng kiến thức một cách hiệu quả Tôi sẽ giới thiệu cho bạn bè.",2,2,2,True
1993,"Sau khi hoàn thành môn học, môn học được thiết kế thực tế, kết nối chặt chẽ với yêu cầu của thị trường lao động.",2,2,2,True
1947,Tôi học được rất nhiều kỹ năng thực hành giá trị từ môn học này Hy vọng môn học sẽ tốt hơn trong tương lai.,2,2,2,True
1929,Tôi nghĩ rằng tôi học được rất nhiều kỹ năng thực hành giá trị từ môn học này.,2,2,2,True
846,"Tôi nghĩ rằng môn học cho tôi kiến thức nền tảng cần thiết, tuy nhiên còn thiếu chiều sâu Cần cải thiện thêm để đáp ứng nhu cầu của sinh viên.",1,1,1,True
1715,Tôi nghĩ rằng môn học có những điểm tốt và những điểm cần được xem xét lại và cải thiện.,1,1,1,True
1622,"Theo tôi, thầy dạy được, có một số điểm chưa rõ ràng nhưng nhìn chung là ổn Mong thầy cô tiếp tục phát huy.",1,1,1,True
14,"Nhìn chung, chất lượng giảng dạy rất tốt, xứng đáng được nhiều sinh viên lựa chọn Mong thầy cô tiếp tục phát huy.",2,2,2,True
1523,"Theo ý kiến cá nhân tôi, cô giáo đủ năng lực, chỉ cần cải thiện thêm về cách tiếp cận với sinh viên Cần cải thiện thêm để đáp ứng nhu cầu của sinh viên.",1,1,1,True
523,"Theo tôi, tôi cảm thấy lãng phí thời gian khi học môn này, không có giá trị thực tiễn.",0,0,0,True
